70.81876894,7689.706487,11.13284629,-16.38638228,4.702589042,52.37260808,-0.228769093,0.02538178,0.301059969,-27.55277341,1.986710756,17.28911908,0.245870537,-0.005445025
70.83930975,7595.508997,10.35127543,-14.95985846,4.414228107,51.71412672,-0.235012395,0.025431171,0.023607124,-11.07827442,2.005666884,12.85873856,-34.3869849,-0.003949284
70.85844107,7430.246496,10.40726598,-14.996676,4.689416371,51.7404442,-0.22667287,0.022740816,0.038707295,-10.82489561,-2.946463954,12.85055677,0.292949415,-0.004135299
70.87852047,7353.639536,10.38566908,-14.95881095,4.683129368,51.70790401,-0.234906198,0.022759229,0.328136412,-10.83931917,1.895809036,12.66399443,-27.74057253,-0.004107515
70.89706818,7274.624511,10.3835883,-14.95056999,4.681153693,51.72081094,-0.230008876,0.022788444,0.032223795,-10.79168506,1.898347379,11.8211657,0.162745381,-0.003949168
70.91922245,7203.715913,10.37071297,-14.9572527,4.68215755,51.72118141,-0.232475965,0.022708482,0.343641905,-10.83318936,1.635276911,12.66425819,0.248490449,-0.004134539
70.93891084,7140.4048,10.3857266,-14.95717395,4.683129368,51.72118141,-0.233000037,0.022699762,0.163062496,-10.85272574,1.901931548,12.66399443,0.24485438,-0.005443314
70.95801111,7070.664914,10.24281858,-14.75337674,4.674264111,51.21971553,-0.246232782,0.022766792,0.179817387,-10.83413098,1.858782867,12.98101052,0.257743628,-0.005459106
70.97942123,7013.450111,10.3857266,-14.95717395,4.683129184,51.72106151,-0.232979353,0.022264092,0.381629526,-10.85428883,1.901931548,12.32929898,0.280308122,-0.005276572
70.99774298,6946.596193,10.40007846,-14.96739955,4.683129184,51.72106151,-0.231195555,0.022325907,0.051544583,-10.85668327,1.912793614,12.32929898,0.280308122,-0.00412802
71.0197234,6886.568722,10.38566908,-14.95881095,4.683129368,51.70790401,-0.234906198,0.022759229,0.328136412,-10.83931917,1.895809036,12.66399443,0.251757413,-0.004107515
71.03967628,6825.423191,10.38554161,-14.95003929,4.684900809,51.70931314,-0.222682402,0.021709456,0.066584372,-10.83077704,1.895699252,12.66216293,0.280742718,-0.004094683
71.05152738,6781.831106,10.46134774,-14.95003929,4.683142359,51.70931314,-0.222682402,0.021099607,0.328136412,-10.82894566,1.895594227,12.49559082,0.280742718,-0.00408574
71.07927694,6707.708799,10.38554161,-14.95003929,4.683142359,51.70931314,-0.222682402,0.022477982,0.328136412,-10.82625692,1.895594227,12.66216293,0.280742718,-0.004094661
